/* DATA DESCRIPTION:
Citation:	Wu, Jiawang; Liu, Zhifei; Michard, Annie; Tachikawa, Kazuyo; Filippidi, Amalia; He, Zhiwei; Hennekam, Rick; Yang, Shouye; Davies, Gareth R; de Lange, Gert J (2022): NH4Cl-leaching results of marine sediment cores from the Mediterranean Sea (Dataset S3). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946254 (DOI registration in progress), 
	In: Wu, J et al. (2022): Effect of barite-bound Sr on detrital Sr isotope systematics in marine sediments with pertinent Mediterranean examples. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946258 (DOI registration in progress)
Keyword(s):	Barite; Barium (Ba); marine sediments; Mediterranean Sea; Provenance; sapropel; Sr isotopes; Strontium (Sr)
Related to:	Wu, Jiawang; Liu, Zhifei; Michard, Annie; Tachikawa, Kazuyo; Filippidi, Amalia; He, Zhiwei; Hennekam, Rick; Yang, Shouye; Davies, Gareth R; de Lange, Gert J (2022): Effect of barite-bound Sr on detrital Sr isotope systematics in marine sediments. Chemical Geology, 587, 120613, https://doi.org/10.1016/j.chemgeo.2021.120613
Funding:	China Postdoctoral Science Foundation (URI: http://res.chinapostdoctor.org.cn/BshWeb/index.shtml), grant/award no. 2018M640418
	China Postdoctoral Science Foundation (URI: http://res.chinapostdoctor.org.cn/BshWeb/index.shtml), grant/award no. 2019T120352
	European Commission (EC), grant/award no. MAS2-CT93-0051: European Programme (PALEOFLUX)
	European Commission (EC), grant/award no. MAS3 CT97-0137: European Programme (SAP)
	European Commission (EC), grant/award no. MAST1-90022C: European Programme (MARFLUX)
	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 2018YFE0202402: National Key R&D Program of China
	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 41806064
	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 42006060
Coverage:	MEDIAN LATITUDE: 35.552424 * MEDIAN LONGITUDE: 23.094697 * SOUTH-BOUND LATITUDE: 33.375000 * WEST-BOUND LONGITUDE: 4.510000 * NORTH-BOUND LATITUDE: 39.661667 * EAST-BOUND LONGITUDE: 32.666667
	MINIMUM DEPTH, sediment/rock: 0.0025 m * MAXIMUM DEPTH, sediment/rock: 1.4000 m
Event(s):	AP1GC (AP1) * LATITUDE: 39.216667 * LONGITUDE: 19.113333 * ELEVATION: -811.0 m * METHOD/DEVICE: Gravity corer (GC) * COMMENT: RV Urania 1998
	BC03BC (BC03) * LATITUDE: 33.375000 * LONGITUDE: 24.766667 * ELEVATION: -2180.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RVarion Dufresne 1994/5
	BC07BC (BC07) * LATITUDE: 33.666667 * LONGITUDE: 32.666667 * ELEVATION: -893.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RVarion Dufresne 1994/5
	BC19BC (BC19) * LATITUDE: 33.798333 * LONGITUDE: 28.608333 * ELEVATION: -2750.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RVarion Dufresne 1991
	CP10BC * LATITUDE: 34.545000 * LONGITUDE: 16.566667 * ELEVATION: -1501.0 m * Recovery: 0.35 m * CAMPAIGN: CORTADO * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	MT15PC (MT15) * LATITUDE: 38.896667 * LONGITUDE: 4.510000 * ELEVATION: -2373.0 m * METHOD/DEVICE: Piston corer (PC) * COMMENT: RV Tyro 1993
	SL09BC (SL09) * LATITUDE: 34.286667 * LONGITUDE: 31.523333 * ELEVATION: -2302.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Logachev 1999
	SL29BC (SL29) * LATITUDE: 33.390000 * LONGITUDE: 32.503333 * ELEVATION: -1587.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Logachev 1999
	SL73BC * LATITUDE: 39.661667 * LONGITUDE: 24.511667 * ELEVATION: -339.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Logachev 1999
	SL114BC * LATITUDE: 35.286667 * LONGITUDE: 21.408333 * ELEVATION: -3390.0 m * CAMPAIGN: SMILABLE * BASIS: Professor Logachev (URI: http://www.pmge.ru/modules.php?name=Contenteng&pa=showpage&pid=12) * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	UM42BC (UM42) * LATITUDE: 34.953333 * LONGITUDE: 17.863333 * ELEVATION: -1375.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Urania 1994
Parameter(s):	Event label (Event) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Latitude of event (Latitude) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Longitude of event (Longitude) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Elevation of event [m] (Elevation) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Sample code/label (Sample label) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: barite-Sr
	Sample type (Samp type) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	AGE [ka BP] (Age) * GEOCODE * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * METHOD/DEVICE: Age, 14C
	Calcium carbonate [%] (CaCO3) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Barium [µg/g] (Ba) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Leachate
	Strontium [µg/g] (Sr) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Leachate
	Calcium [µg/g] (Ca) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Leachate
	Aluminium [µg/g] (Al) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Leachate
	Iron [µg/g] (Fe) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Leachate
	Barium [µg/g] (Ba) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Residue
	Strontium [µg/g] (Sr) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Residue
	Calcium [µg/g] (Ca) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Residue
	Aluminium [µg/g] (Al) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Residue
	Iron [µg/g] (Fe) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: Residue
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1664 data points
*/
Event	Latitude	Longitude	Elevation [m]	Sample label (barite-Sr)	Samp type	Depth [m]	Age [ka BP]	CaCO3 [%]	Ba [µg/g] (Leachate)	Sr [µg/g] (Leachate)	Ca [µg/g] (Leachate)	Al [µg/g] (Leachate)	Fe [µg/g] (Leachate)	Ba [µg/g] (Residue)	Sr [µg/g] (Residue)	Ca [µg/g] (Residue)	Al [µg/g] (Residue)	Fe [µg/g] (Residue)
SL73BC	39.6617	24.5117	-339	SL73-1	non-S1	0.0045	1.66	61.5	5.1	0.0	149.1	177.3	87.2	165.0	66.6	2166.4	29085.2	14747.6
SL73BC	39.6617	24.5117	-339	SL73-2	non-S1	0.0465	3.13	55.1	6.9	0.0	208.8	321.6	112.8	191.0	71.3	2160.8	35239.9	18188.6
SL73BC	39.6617	24.5117	-339	SL73-3	non-S1	0.0665	4.13	53.0	7.2	0.0	269.8	182.6	87.2	244.0	90.3	2737.9	45679.8	24447.3
SL73BC	39.6617	24.5117	-339	SL73-4	S1b	0.1215	5.75	43.4	7.6	0.1	250.6	236.9	154.9	283.0	99.7	3197.4	52248.7	30590.4
SL73BC	39.6617	24.5117	-339	SL73-5	S1b	0.1765	7.30	41.8	8.0	0.0	220.2	280.7	414.5	307.0	106.0	3493.0	54802.4	28117.7
SL73BC	39.6617	24.5117	-339	SL73-6	S1a	0.1915	7.78	42.3	7.1	0.2	185.9	329.6	473.3	252.0	90.5	3130.7	43897.6	22118.0
SL73BC	39.6617	24.5117	-339	SL73-7	S1a	0.2215	8.65	42.6	8.4	0.0	209.2	244.8	356.1	302.0	108.0	3633.6	52504.6	26807.8
SL73BC	39.6617	24.5117	-339	SL73-8	non-S1	0.2675	9.94	39.1	6.8	0.2	179.4	299.1	217.9	263.0	96.7	3218.4	45084.2	22734.5
SL73BC	39.6617	24.5117	-339	SL73-9	non-S1	0.3025	10.82	34.8	7.9	0.1	190.6	217.9	195.2	344.0	120.0	3728.4	59815.2	31776.8
AP1GC	39.2167	19.1133	-811	AP1-1	S1b	0.2125	6.01	58.5	7.4	0.3	245.4	224.5	76.4	129.0	37.7	582.7	40342.5	20384.0
AP1GC	39.2167	19.1133	-811	AP1-2	S1b	0.2625	7.41	51.2	13.0	0.5	243.0	217.5	105.2	159.0	47.9	829.4	47779.5	24276.6
AP1GC	39.2167	19.1133	-811	AP1-3	S1a	0.2925	8.24	55.4	8.4	0.1	159.1	292.0	150.0	130.0	39.3	692.3	39665.3	18218.5
AP1GC	39.2167	19.1133	-811	AP1-4	S1a	0.3175	8.80	54.0	9.4	0.6	152.6	311.3	339.6	133.0	40.4	731.0	40372.9	20138.5
AP1GC	39.2167	19.1133	-811	AP1-5	S1a	0.3375	9.50	53.6	8.3	0.1	155.4	340.2	500.2	137.0	40.4	684.6	41319.8	20843.3
AP1GC	39.2167	19.1133	-811	AP1-6	non-S1	0.3875	10.89	54.4	7.5	0.2	216.7	286.0	198.6	149.0	45.4	777.8	44306.0	19621.1
AP1GC	39.2167	19.1133	-811	AP1-7	non-S1	0.3975	11.17	56.9	5.8	0.3	157.8	261.7	151.2	136.0	40.8	755.9	38693.8	16097.6
AP1GC	39.2167	19.1133	-811	AP1-8	non-S1	0.4975	13.96	58.6	4.5	0.2	134.2	190.7	64.6	125.0	36.5	738.6	33117.8	14179.2
AP1GC	39.2167	19.1133	-811	AP1-9	non-S1	0.7000	19.61	61.9	5.0	0.0	180.8	82.8	50.1	134.0	39.8	940.2	32196.1	15831.7
BC07BC	33.6667	32.6667	-893	BC07-1	non-S1	0.0025	1.30	74.6	4.2	0.5	206.0	175.9	84.4	50.6	22.6	754.6	19051.3	13568.4
BC07BC	33.6667	32.6667	-893	BC07-2	non-S1	0.0525	2.80	71.4	4.2	0.7	242.6	184.7	56.4	58.7	25.7	734.1	22815.0	15763.9
BC07BC	33.6667	32.6667	-893	BC07-3	non-S1	0.1025	4.32	73.0	6.0	1.0	242.5	125.8	38.9	61.9	27.7	809.1	25317.7	17942.9
BC07BC	33.6667	32.6667	-893	BC07-4	S1b	0.1525	5.82	64.6	11.4	2.9	319.4	54.2	31.4	70.5	29.9	1020.2	32233.2	23426.4
BC07BC	33.6667	32.6667	-893	BC07-5	S1b	0.2025	7.31	59.7	10.8	0.5	341.8	248.3	43.2	83.2	38.6	1268.0	38543.6	27946.8
BC07BC	33.6667	32.6667	-893	BC07-6	S1a	0.2225	7.90	61.5	11.1	0.8	278.4	248.7	44.5	64.2	31.0	1045.3	28098.3	22832.8
BC07BC	33.6667	32.6667	-893	BC07-7	S1a	0.2425	8.51	55.0	9.4	0.6	317.4	342.5	480.8	87.2	41.5	1452.3	38989.6	42077.3
BC07BC	33.6667	32.6667	-893	BC07-8	S1a	0.2625	9.10	56.9	6.2	0.5	302.8	440.2	405.9	73.5	35.2	1134.9	31486.3	22504.9
BC07BC	33.6667	32.6667	-893	BC07-9	S1a	0.2975	10.15	58.7	9.5	1.3	296.8	401.0	233.7	74.7	34.9	1150.2	33503.1	22206.5
BC07BC	33.6667	32.6667	-893	BC07-10	non-S1	0.3175	10.75	58.3	8.8	1.3	320.8	465.7	258.7	86.8	41.3	1416.0	37527.4	26016.0
BC07BC	33.6667	32.6667	-893	BC07-11	non-S1	0.3625	12.10	60.2	5.0	1.1	269.3	257.7	63.7	78.6	37.8	1435.2	29478.9	20783.9
BC07BC	33.6667	32.6667	-893	BC07-12	non-S1	0.4025	13.30	71.1	4.2	0.5	198.1	142.7	52.4	58.9	30.1	1046.0	19791.9	13359.6
BC07BC	33.6667	32.6667	-893	BC07-13	non-S1	0.4825	15.70	67.5	4.6	0.9	260.9	184.8	46.2	78.0	34.7	1185.3	25528.7	17317.6
UM42BC	34.9533	17.8633	-1375	UM42-1	non-S1	0.0465	1.81	66.0	4.9	0.6	112.3	199.8	44.9	116.0	48.5	956.2	29847.1	15428.8
UM42BC	34.9533	17.8633	-1375	UM42-4	non-S1	0.0915	3.29	67.7	4.2	0.5	152.5	130.1	37.9	98.7	39.2	686.6	26415.5	13474.6
UM42BC	34.9533	17.8633	-1375	UM42-5	S1b	0.1915	6.58	64.8	7.1	0.5	168.7	143.1	33.0	105.0	40.5	623.1	32360.4	15219.0
UM42BC	34.9533	17.8633	-1375	UM42-6	S1b	0.2215	7.56	65.1	150.0	3.8	200.6	119.4	41.0	139.0	45.4	722.4	35024.3	15640.1
UM42BC	34.9533	17.8633	-1375	UM42-7	S1a	0.2315	7.89	65.4	64.8	2.0	148.9	239.6	68.0	110.0	42.7	754.1	31592.0	13255.5
UM42BC	34.9533	17.8633	-1375	UM42-8	S1a	0.2615	8.88	60.7	110.0	3.9	168.8	184.5	106.0	136.0	46.2	733.2	37191.7	20040.8
UM42BC	34.9533	17.8633	-1375	UM42-9	S1a	0.2715	9.21	59.5	91.0	3.5	294.4	304.9	399.5	123.0	40.9	664.2	35058.4	18234.6
UM42BC	34.9533	17.8633	-1375	UM42-10	S1a	0.2865	9.70	63.3	9.1	0.0	249.5	353.0	532.6	111.0	44.8	760.1	31677.6	16644.0
UM42BC	34.9533	17.8633	-1375	UM42-11	non-S1	0.3215	10.85	61.4	6.1	1.0	253.0	260.4	235.4	126.0	49.1	776.4	34435.8	17286.9
UM42BC	34.9533	17.8633	-1375	UM42-12	non-S1	0.3465	11.67	65.3	4.9	0.8	216.0	141.9	52.9	113.0	49.3	784.8	29331.7	12789.4
CP10BC	34.5450	16.5667	-1501	CP10-1	non-S1	0.0025	1.00	62.4	6.7	2.9	348.4	194.6	78.5	129.0	46.2	960.1	36744.6	17368.9
CP10BC	34.5450	16.5667	-1501	CP10-2	non-S1	0.0325	1.69	57.7	7.2	4.0	543.8	306.1	100.8	137.0	48.6	755.8	41956.5	18964.3
CP10BC	34.5450	16.5667	-1501	CP10-3	non-S1	0.1225	3.73	57.7	6.9	3.4	367.5	334.1	86.9	144.0	55.9	1145.7	42859.2	20033.3
CP10BC	34.5450	16.5667	-1501	CP10-4	non-S1	0.1525	4.41	57.8	7.5	4.0	538.6	258.4	98.3	130.0	46.7	661.2	42753.4	19815.4
CP10BC	34.5450	16.5667	-1501	CP10-5	non-S1	0.1775	4.98	56.8	8.0	4.0	449.2	247.2	127.7	124.0	45.3	558.8	43342.6	19479.7
CP10BC	34.5450	16.5667	-1501	CP10-6	non-S1	0.1925	5.32	52.6	8.0	3.9	479.4	182.8	117.8	145.0	48.4	549.8	45628.3	20900.3
CP10BC	34.5450	16.5667	-1501	CP10-7	S1b	0.2150	5.83	53.3	21.0	5.1	474.8	200.6	131.0	193.0	50.1	661.7	45392.6	20260.4
CP10BC	34.5450	16.5667	-1501	CP10-8	S1b	0.2300	6.17	57.0	276.0	10.8	402.9	302.2	133.0	79.6	46.8	653.5	43883.5	18485.0
